
##### time= 1.7182e-07 
1E-11		3.04399E-06
6.5E-10		9.21093E-05
1.29E-09		9.91724E-05
1.93E-09		9.89992E-05
2.57E-09		9.82876E-05
3.21E-09		9.76495E-05
3.85E-09		9.66752E-05
4.49E-09		9.63429E-05
5.13E-09		9.56108E-05
5.77E-09		9.65572E-05
6.41E-09		9.60106E-05
7.05E-09		9.53715E-05
7.69E-09		9.48545E-05
8.33E-09		9.50514E-05
8.97E-09		9.35424E-05
9.61E-09		9.32184E-05
1.025E-08		9.36481E-05
1.086E-08		9.35366E-05
1.15E-08		9.23375E-05
1.214E-08		9.31588E-05
1.278E-08		9.23749E-05
1.342E-08		9.16085E-05
1.406E-08		9.1471E-05
1.47E-08		9.18786E-05
1.534E-08		9.18984E-05
1.598E-08		9.1658E-05
1.662E-08		8.99977E-05
1.726E-08		9.02457E-05
1.79E-08		8.97882E-05
1.854E-08		8.9888E-05
1.918E-08		8.95957E-05
1.982E-08		8.94813E-05
2.046E-08		8.88218E-05
2.11E-08		8.83585E-05
2.174E-08		8.79928E-05
2.238E-08		8.83362E-05
2.302E-08		8.77775E-05
2.366E-08		8.74349E-05
2.43E-08		8.72072E-05
2.494E-08		8.72412E-05
2.558E-08		8.73142E-05
2.622E-08		8.62641E-05
2.686E-08		8.60566E-05
2.75E-08		8.64719E-05
2.814E-08		8.49037E-05
2.878E-08		8.4694E-05
2.942E-08		8.45101E-05
3.006E-08		8.46353E-05
3.07E-08		8.53527E-05
3.134E-08		8.3921E-05
3.198E-08		8.31106E-05
3.262E-08		8.24264E-05
3.326E-08		8.0877E-05
3.39E-08		8.17599E-05
3.454E-08		8.24109E-05
3.518E-08		8.06114E-05
3.582E-08		8.12536E-05
3.646E-08		8.0889E-05
3.71E-08		8.03289E-05
3.774E-08		8.01457E-05
3.838E-08		8.05479E-05
3.902E-08		7.95096E-05
3.966E-08		7.86141E-05
4.03E-08		7.8174E-05
4.094E-08		7.75627E-05
4.146E-08		7.7727E-05
4.21E-08		7.79147E-05
4.274E-08		7.74935E-05
4.338E-08		7.68701E-05
4.402E-08		7.61799E-05
4.466E-08		7.71768E-05
4.53E-08		7.87745E-05
4.594E-08		8.08903E-05
4.658E-08		8.29089E-05
4.722E-08		8.40962E-05
4.786E-08		8.65408E-05
4.85E-08		8.50408E-05
4.914E-08		8.56876E-05
4.978E-08		8.67788E-05
5.042E-08		8.85177E-05
5.106E-08		8.6589E-05
5.17E-08		8.77332E-05
5.234E-08		8.65338E-05
5.298E-08		8.71794E-05
5.362E-08		8.67346E-05
5.426E-08		8.66835E-05
5.49E-08		8.67618E-05
5.554E-08		8.6987E-05
5.618E-08		8.64099E-05
5.682E-08		8.66298E-05
5.746E-08		8.746E-05
5.81E-08		8.78772E-05
5.874E-08		8.78224E-05
5.938E-08		8.68151E-05
6.002E-08		8.69454E-05
6.066E-08		8.7145E-05
6.13E-08		8.56496E-05
6.194E-08		8.83223E-05
6.258E-08		8.59635E-05
6.322E-08		8.59974E-05
6.386E-08		8.67025E-05
6.45E-08		8.64829E-05
6.514E-08		8.60896E-05
6.578E-08		8.70206E-05
6.642E-08		8.5793E-05
6.706E-08		8.74875E-05
6.77E-08		8.72538E-05
6.834E-08		8.8116E-05
6.898E-08		8.76869E-05
6.962E-08		8.68913E-05
7.026E-08		8.65515E-05
7.09E-08		8.65528E-05
7.154E-08		8.58195E-05
7.218E-08		8.65689E-05
7.282E-08		8.6606E-05
7.346E-08		8.57471E-05
7.41E-08		8.65417E-05
7.474E-08		8.67759E-05
7.538E-08		8.67021E-05
7.602E-08		8.65792E-05
7.666E-08		8.62881E-05
7.73E-08		8.57979E-05
7.794E-08		8.69451E-05
7.858E-08		8.71722E-05
7.922E-08		8.67305E-05
7.986E-08		8.54532E-05
8.05E-08		8.63018E-05
8.114E-08		8.57166E-05
8.178E-08		8.53628E-05
8.242E-08		8.46239E-05
8.306E-08		8.59767E-05
8.37E-08		8.58504E-05
8.434E-08		8.51311E-05
8.498E-08		8.5715E-05
8.562E-08		8.55137E-05
8.626E-08		8.84385E-05
8.69E-08		8.64275E-05
8.754E-08		8.8346E-05
8.818E-08		8.68178E-05
8.882E-08		8.60023E-05
8.946E-08		8.54583E-05
9.01E-08		8.68322E-05
9.074E-08		8.66122E-05
9.138E-08		8.5811E-05
9.202E-08		8.51828E-05
9.266E-08		8.64614E-05
9.33E-08		8.69383E-05
9.394E-08		8.55718E-05
9.458E-08		8.73525E-05
9.522E-08		8.65348E-05
9.586E-08		8.63504E-05
9.65E-08		8.56873E-05
9.714E-08		8.72806E-05
9.778E-08		8.63306E-05
9.842E-08		8.58145E-05
9.906E-08		8.54556E-05
9.97E-08		8.70163E-05
1.0034E-07		8.56684E-05
1.0098E-07		8.50403E-05
1.0162E-07		8.63245E-05
1.0226E-07		8.57835E-05
1.029E-07		8.59297E-05
1.0354E-07		8.61684E-05
1.0418E-07		8.53199E-05
1.0482E-07		8.63844E-05
1.0546E-07		8.57732E-05
1.061E-07		8.59699E-05
1.0674E-07		8.66555E-05
1.0738E-07		8.65964E-05
1.0802E-07		8.58208E-05
1.0866E-07		8.63853E-05
1.093E-07		8.53427E-05
1.0994E-07		8.51571E-05
1.1058E-07		8.54292E-05
1.1122E-07		8.61715E-05
1.1186E-07		8.71577E-05
1.125E-07		8.67011E-05
1.1314E-07		8.56649E-05
1.1378E-07		8.50488E-05
1.1442E-07		8.59049E-05
1.1506E-07		8.51211E-05
1.157E-07		8.69154E-05
1.1634E-07		8.49182E-05
1.1698E-07		8.53047E-05
1.1762E-07		8.62609E-05
1.1826E-07		8.60985E-05
1.189E-07		8.64247E-05
1.1954E-07		8.49079E-05
1.2018E-07		8.67975E-05
1.2082E-07		8.60997E-05
1.2146E-07		8.58708E-05
1.221E-07		8.63289E-05
1.2274E-07		8.56725E-05
1.2338E-07		8.65344E-05
1.2402E-07		8.52849E-05
1.2466E-07		8.54011E-05
1.253E-07		8.5885E-05
1.2594E-07		8.70069E-05
1.2658E-07		8.50309E-05
1.2722E-07		8.36056E-05
1.2786E-07		8.47356E-05
1.285E-07		8.55476E-05
1.2914E-07		8.51263E-05
1.2978E-07		8.5077E-05
1.3042E-07		8.59939E-05
1.3106E-07		8.75369E-05
1.317E-07		8.54011E-05
1.3234E-07		8.65329E-05
1.3298E-07		8.60863E-05
1.3362E-07		8.71687E-05
1.3426E-07		8.46571E-05
1.349E-07		8.58436E-05
1.3554E-07		8.54257E-05
1.3618E-07		8.56257E-05
1.3682E-07		8.4912E-05
1.3746E-07		8.56323E-05
1.381E-07		8.5753E-05
1.3874E-07		8.64508E-05
1.3938E-07		8.74279E-05
1.4002E-07		8.58079E-05
1.4066E-07		8.63702E-05
1.413E-07		8.48338E-05
1.4194E-07		8.57048E-05
1.4258E-07		8.48469E-05
1.4322E-07		8.61814E-05
1.4386E-07		8.61485E-05
1.445E-07		8.48645E-05
1.4514E-07		8.65435E-05
1.4578E-07		8.57979E-05
1.4642E-07		8.51311E-05
1.4706E-07		8.72052E-05
1.477E-07		8.6589E-05
1.4834E-07		8.56774E-05
1.4898E-07		8.64791E-05
1.4962E-07		8.69356E-05
1.5026E-07		8.51845E-05
1.509E-07		8.56703E-05
1.5154E-07		8.57703E-05
1.5218E-07		8.53626E-05
1.5282E-07		8.54965E-05
1.5346E-07		8.54869E-05
1.541E-07		8.47207E-05
1.5474E-07		8.48601E-05
1.5538E-07		8.72216E-05
1.5602E-07		8.51313E-05
1.5666E-07		8.59453E-05
1.573E-07		8.5366E-05
1.5794E-07		8.55604E-05
1.5858E-07		8.56504E-05
1.5922E-07		8.56195E-05
1.5986E-07		8.62333E-05
1.605E-07		8.60001E-05
1.6114E-07		8.69778E-05
1.6178E-07		8.48595E-05
1.6242E-07		8.56013E-05
1.6306E-07		8.49864E-05
1.637E-07		8.51732E-05
1.6386E-07		8.5907E-05
1.645E-07		8.58262E-05
1.6514E-07		8.51387E-05
1.6578E-07		8.52376E-05
1.6642E-07		8.54824E-05
1.6706E-07		8.49526E-05
1.677E-07		8.36469E-05
1.6834E-07		8.52719E-05
1.6898E-07		8.61994E-05
1.6962E-07		8.59402E-05
1.7026E-07		8.44628E-05
1.709E-07		8.54356E-05
1.7154E-07		8.52126E-05

##### time= 1.7182e-07 
1E-11		3.04399E-06
9E-11		2.86335E-05
1.7E-10		5.40791E-05
2.5E-10		7.57535E-05
3.3E-10		7.92426E-05
4.1E-10		8.23143E-05
4.9E-10		8.56694E-05
5.7E-10		8.7907E-05
6.5E-10		9.21093E-05
7.3E-10		9.47868E-05
8.1E-10		9.68754E-05
8.9E-10		9.96306E-05
9.7E-10		0.000100583
1.05E-09		0.000101179
1.13E-09		0.000101691
1.21E-09		0.000100186
1.29E-09		9.91724E-05
1.37E-09		9.88768E-05
1.45E-09		9.8767E-05
1.53E-09		9.96719E-05
1.61E-09		9.98294E-05
1.69E-09		0.000100243
1.77E-09		9.96956E-05
1.85E-09		9.93576E-05
1.93E-09		9.89992E-05
2.01E-09		9.87545E-05
2.09E-09		9.83207E-05
2.17E-09		9.80144E-05
